"YEAR","STATEFIP","METRO","NCHILD","SEX","AGE","RACE","RACED","EDUC","EDUCD","SCHLTYPE","FTOTINC"
2014,36,2,0,2,19,2,200,6,61,2,20250
2014,36,4,0,1,19,1,100,7,71,3,9999999
2014,36,2,0,1,22,1,100,10,101,1,222000
2014,36,2,0,1,22,2,200,5,50,1,9999999
2014,36,2,0,2,19,6,620,6,65,3,9999999
2014,36,3,0,2,22,1,100,10,101,2,183500
2014,36,2,0,1,22,1,100,6,63,2,80700
2014,36,2,0,2,23,1,100,7,71,3,9999999
2014,36,2,0,1,21,7,700,4,40,1,10000
2014,36,1,0,2,23,1,100,10,101,1,89030
2014,36,0,1,2,24,1,100,8,81,1,106410
2014,36,2,0,2,24,8,801,10,101,1,54800
2014,36,4,0,1,22,1,100,4,40,1,9999999
2014,36,3,0,2,19,1,100,7,71,3,9999999
2014,36,3,0,2,21,1,100,6,63,1,51200
2014,36,0,0,1,22,1,100,6,63,1,36000
2014,36,0,0,2,21,1,100,8,81,2,36000
2014,36,2,0,1,22,7,700,7,71,1,30000
2014,36,2,0,2,22,7,700,6,63,1,30000
2014,36,2,0,1,24,6,620,8,81,1,41400
2014,36,2,0,1,21,1,100,7,71,3,9999999
2014,36,0,0,1,21,1,100,6,63,1,9999999
2014,36,4,0,1,20,1,100,7,71,3,9999999
2014,36,0,0,1,21,1,100,6,65,1,113600
2014,36,3,0,2,20,1,100,7,71,3,9999999
2014,36,2,2,2,24,2,200,8,81,1,66400
2014,36,2,0,2,21,1,100,7,71,3,9999999
2014,36,3,0,1,25,1,100,10,101,1,100500
2014,36,3,0,2,22,1,100,10,101,3,100500
2014,36,3,0,2,21,1,100,7,71,2,100500
2014,36,0,1,2,22,1,100,6,63,1,0
2014,36,2,0,2,20,1,100,7,71,3,9999999
2014,36,3,1,2,24,1,100,6,64,1,85500
2014,36,3,0,2,22,1,100,7,71,2,85500
2014,36,1,1,2,25,1,100,6,64,1,53900
2014,36,3,1,2,21,1,100,10,101,2,155600
2014,36,3,0,2,21,1,100,8,81,2,23500
2014,36,3,0,1,24,1,100,8,81,1,18000
2014,36,2,0,1,20,1,100,7,71,3,9999999
2014,36,2,0,1,21,1,100,10,101,3,3000
2014,36,2,0,1,22,1,100,7,71,3,15000
2014,36,2,0,1,25,1,100,6,65,2,24600
2014,36,2,0,1,21,8,801,7,71,2,9580
2014,36,2,0,2,22,8,826,6,63,1,13000
2014,36,2,0,2,24,1,100,11,114,1,220000
2014,36,2,0,1,20,1,100,7,71,3,9999999
2014,36,2,0,1,25,1,100,11,114,2,16860
2014,36,2,0,1,23,2,200,10,101,1,83000
2014,36,2,0,1,23,2,200,10,101,1,83000
2014,36,0,0,2,21,1,100,7,71,3,14600
2014,36,0,0,1,22,1,100,10,101,1,14600
2014,36,2,0,1,20,1,100,6,63,1,59800
2014,36,3,0,1,19,1,100,7,71,2,134100
2014,36,2,0,1,21,1,100,7,71,1,97000
2014,36,2,0,1,20,4,400,6,65,3,9999999
2014,36,0,0,1,25,6,620,6,65,1,15500
2014,36,3,0,1,21,1,100,7,71,2,44000
2014,36,3,0,2,21,1,100,7,71,2,6000
2014,36,2,0,2,25,1,100,10,101,1,63000
2014,36,2,0,2,24,1,100,10,101,1,2000
2014,36,4,0,1,24,1,100,6,63,1,44000
2014,36,4,0,2,21,2,200,6,63,1,15500
2014,36,3,0,2,19,1,100,6,63,3,82150
2014,37,0,0,1,23,9,901,2,26,1,9999999
2014,37,4,0,1,20,8,818,7,71,3,9999999
2014,37,4,0,1,24,1,100,7,71,1,9999999
2014,37,1,0,1,24,1,100,6,63,2,58900
2014,37,1,0,2,24,1,100,6,64,2,58900
2014,37,4,2,1,22,1,100,6,63,1,24000
2014,37,4,2,2,23,1,100,7,71,1,24000
2014,37,4,0,1,19,1,100,7,71,2,9999999
2014,37,4,0,2,25,1,100,2,23,1,38400
2014,37,4,4,2,23,2,200,3,30,1,32000
2014,37,4,0,2,22,2,200,2,25,1,32000
2014,37,4,0,2,21,2,200,2,26,1,32000
2014,37,1,0,2,24,1,100,4,40,3,72670
2014,37,4,0,1,19,1,100,7,71,3,9999999
2014,37,4,0,1,23,1,100,6,65,1,62200
2014,37,4,0,1,21,1,100,6,65,3,62200
2014,37,4,0,2,21,1,100,6,65,1,22000
2014,37,4,0,1,24,1,100,6,64,1,22000
2014,37,4,0,1,20,2,200,7,71,3,9999999
2014,37,1,0,2,19,1,100,7,71,2,9999999
2014,37,2,1,1,25,6,643,2,26,1,17200
2014,37,2,1,2,22,6,643,4,40,1,17200
2014,37,2,0,1,19,1,100,6,65,2,9999999
2014,37,3,0,2,22,1,100,7,71,1,14000
2014,37,4,2,2,23,2,200,6,65,2,44100
2014,37,2,0,1,22,6,610,7,71,2,9999999
2014,37,0,0,1,20,1,100,6,65,2,99800
2014,37,2,0,1,25,2,200,8,81,3,9999999
2014,37,1,0,2,23,1,100,6,63,1,39700
2014,37,4,0,2,23,1,100,8,81,2,194400
2014,37,4,0,2,20,1,100,7,71,2,9999999
2014,37,4,2,1,25,8,802,7,71,1,36000
2014,37,4,2,2,23,1,100,6,65,1,36000
2014,37,0,0,1,20,1,100,7,71,3,9999999
2014,37,0,0,1,20,2,200,6,63,1,9999999
2014,37,2,0,1,20,1,100,7,71,2,9999999
2014,37,4,0,1,20,1,100,6,65,3,9999999
2014,37,0,0,2,21,1,100,7,71,3,73000
2014,37,4,0,1,20,2,200,6,65,1,9999999
2014,37,4,3,2,25,1,100,6,65,1,36000
2014,37,4,1,2,24,2,200,7,71,2,27600
2014,37,1,0,1,24,1,100,6,63,1,7550
2014,37,1,0,1,23,1,100,6,63,1,7550
2014,37,1,0,2,23,1,100,6,63,1,1100
2014,37,4,0,1,19,1,100,6,63,1,9999999
2014,37,0,0,1,24,1,100,6,64,1,5600
2014,37,0,1,2,19,1,100,6,63,1,5000
2014,37,3,0,2,21,1,100,6,65,1,41350
2014,37,4,1,2,21,2,200,6,63,1,16100
2014,37,4,0,2,21,1,100,6,63,1,33000
2014,37,4,0,2,21,2,200,6,63,1,0
2014,37,3,0,1,22,7,700,7,71,1,22400
2014,37,4,0,1,21,1,100,6,63,2,1500
2014,37,4,1,2,23,2,200,7,71,2,18400
2014,37,4,0,1,22,8,801,10,101,2,0
2014,37,4,0,2,23,1,100,10,101,2,15000
2014,37,1,0,2,22,8,835,6,63,1,77394
2014,37,1,4,2,25,1,100,6,63,1,10000
2014,37,1,4,1,23,8,801,6,64,1,10000
2014,37,0,0,1,25,1,100,6,63,1,64900
2014,37,0,0,2,21,1,100,8,81,1,64900
2014,37,1,0,2,23,1,100,6,64,1,18000
2014,37,1,0,2,23,1,100,6,63,1,560
2014,37,1,0,1,24,1,100,7,71,1,40360
2014,37,4,1,1,25,1,100,10,101,1,68800
2014,37,4,1,2,24,8,802,7,71,1,68800
2014,37,4,0,1,23,2,200,6,65,1,29000
2014,37,4,0,2,21,1,100,7,71,2,137800
2014,37,4,0,1,22,1,100,6,63,1,9000
2014,37,4,0,1,22,1,100,6,63,3,5000
2014,37,4,0,1,21,1,100,6,63,3,2500
2014,37,4,0,1,21,1,100,6,63,3,8000
2014,37,4,0,1,21,1,100,6,63,3,0
2014,37,4,0,1,20,1,100,6,63,3,0
2014,37,0,0,1,24,2,200,7,71,1,50400
2014,37,0,0,1,19,2,200,6,63,1,50400
2014,37,0,0,1,22,8,801,6,63,1,9999999
2014,37,2,0,1,21,2,200,7,71,2,9999999
2014,38,0,0,1,24,1,100,7,71,2,32000
2014,38,0,0,1,22,1,100,6,63,1,52000
2014,38,0,0,2,22,1,100,6,63,1,52000
2014,38,0,0,1,22,1,100,8,81,1,30000
2014,38,1,0,1,22,1,100,6,63,1,95000
2014,38,1,0,1,24,8,802,7,71,1,90800
2014,39,4,0,2,24,1,100,10,101,1,45500
2014,39,4,0,2,22,1,100,10,101,2,45500
2014,39,1,0,2,20,1,100,7,71,2,12600
2014,39,4,0,2,25,1,100,10,101,1,66000
2014,39,4,0,1,25,1,100,10,101,1,66000
2014,39,4,0,2,25,1,100,6,63,1,33600
2014,39,4,0,2,20,1,100,6,63,2,33600
2014,39,1,0,2,21,2,200,6,61,1,35800
2014,39,1,0,2,20,1,100,7,71,2,3000
2014,39,1,0,2,22,2,200,8,81,2,1300
2014,39,1,0,2,21,1,100,7,71,2,6000
2014,39,1,0,2,20,1,100,7,71,2,0
2014,39,4,0,1,19,8,801,6,63,3,9999999
2014,39,1,0,2,21,1,100,7,71,2,9999999
2014,39,2,0,1,21,1,100,5,50,1,1100
2014,39,4,0,1,23,1,100,6,63,1,120000
2014,39,4,0,1,25,6,660,6,63,1,48300
2014,39,3,0,1,19,1,100,7,71,3,9999999
2014,39,0,3,1,22,1,100,6,65,1,17000
2014,39,0,3,2,21,1,100,6,65,1,17000
2014,39,1,0,2,23,1,100,10,101,1,42000
2014,39,4,2,2,23,2,200,6,63,1,16700
2014,39,4,1,2,20,1,100,6,63,2,155600
2014,39,1,0,1,23,1,100,10,101,2,9999999
2014,39,4,1,2,21,1,100,4,40,1,12000
2014,39,4,0,2,19,6,643,6,61,2,34700
2014,39,1,0,2,20,7,700,6,63,1,9999999
2014,39,1,0,2,23,1,100,10,101,2,117300
2014,39,4,1,2,25,1,100,10,101,1,32300
2014,39,1,0,1,24,2,200,3,30,2,9999999
2014,39,3,0,1,22,2,200,6,63,1,44200
2014,39,4,0,2,22,1,100,10,101,1,246000
2014,39,3,0,2,19,1,100,7,71,2,9999999
2014,39,4,1,2,22,2,200,6,65,1,27300
2014,39,4,0,1,19,9,950,6,63,1,45480
2014,39,4,0,2,19,8,832,6,63,1,45480
2014,39,3,0,1,20,5,500,7,71,3,9999999
2014,39,4,0,1,21,1,100,10,101,2,33300
2014,39,3,0,2,21,1,100,5,50,2,8700
2014,39,4,0,1,20,1,100,6,63,2,119600
2014,39,4,0,2,19,1,100,6,65,3,9999999
2014,39,1,0,2,23,1,100,6,65,1,20000
2014,39,1,0,1,22,1,100,6,63,1,20000
2014,39,3,0,1,24,1,100,10,101,2,5000
2014,39,3,0,2,24,1,100,10,101,1,5000
2014,39,4,0,1,24,1,100,6,63,1,70000
2014,39,3,0,1,25,1,100,8,81,2,50000
2014,39,1,0,2,21,1,100,6,65,1,66400
2014,39,1,0,1,23,1,100,7,71,1,66400
2014,39,4,0,2,19,1,100,6,63,2,105000
2014,39,3,0,1,22,1,100,5,50,1,88700
2014,39,4,0,1,22,2,200,7,71,1,32000
2014,39,3,0,1,20,2,200,6,63,1,0
2014,39,4,0,2,23,1,100,10,101,2,161000
2014,39,4,1,1,24,2,200,6,63,1,19200
2014,39,4,1,2,19,2,200,6,63,2,19200
2014,39,1,1,1,25,1,100,3,30,1,43400
2014,39,4,0,1,22,2,200,6,63,1,9999999
2014,39,0,0,1,22,1,100,6,65,1,11700
2014,39,4,0,2,20,1,100,7,71,2,9999999
2014,39,4,0,1,23,2,200,6,63,1,100300
2014,39,1,0,1,22,1,100,6,63,1,18800
2014,39,4,0,1,22,2,200,6,63,1,9999999
2014,39,3,0,1,21,1,100,7,71,2,3000
2014,39,3,0,1,24,1,100,10,101,2,0
2014,39,2,0,1,21,1,100,7,71,3,9999999
2014,39,2,0,2,24,1,100,10,101,2,13700
2014,39,4,1,2,19,8,801,7,71,1,75000
2014,39,2,0,2,24,1,100,10,101,2,14000
2014,39,3,0,1,23,4,400,7,71,2,0
2014,39,3,0,1,21,4,400,6,65,2,0
2014,39,3,0,2,20,8,801,6,63,3,9999999
2014,39,4,0,2,24,2,200,7,71,1,18900
2014,39,4,0,1,24,2,200,7,71,1,7000
2014,39,3,0,1,19,1,100,6,63,1,20800
2014,39,3,0,1,19,2,200,7,71,2,9999999
2014,39,4,0,1,19,1,100,6,65,1,30000
2014,39,4,2,2,25,1,100,6,64,1,40000
2014,39,1,0,1,22,1,100,8,81,2,6500
2014,39,1,0,1,24,1,100,6,65,1,20300
2014,39,3,0,2,24,1,100,6,64,1,31000
2014,39,0,0,1,20,1,100,7,71,3,9999999
2014,40,0,0,2,19,1,100,7,71,3,9999999
2014,40,0,0,1,20,8,830,6,65,2,9999999
2014,40,2,0,2,21,1,100,6,63,1,15000
2014,40,2,0,1,25,1,100,6,64,1,15000
2014,40,4,0,1,23,1,100,5,50,1,9999999
2014,40,0,0,2,19,1,100,6,65,2,90500
2014,40,0,0,2,23,8,802,10,101,2,35000
2014,40,0,0,1,24,8,802,10,101,2,35000
2014,40,0,0,1,25,1,100,10,101,1,27000
2014,40,0,2,2,22,1,100,4,40,1,230
2014,40,0,2,1,21,8,802,6,64,1,230
2014,40,4,0,1,24,1,100,6,64,1,1200
2014,40,1,0,1,23,3,308,7,71,1,54000
2014,40,4,0,2,19,1,100,7,71,2,9999999
2014,40,4,0,2,25,1,100,8,81,2,84600
2014,40,1,1,1,23,6,699,7,71,1,60300
2014,40,1,1,2,23,6,699,7,71,1,60300
2014,40,1,0,2,22,1,100,3,30,1,6000
2014,40,4,0,1,25,2,200,6,61,1,9999999
2014,40,0,0,1,24,3,308,6,63,1,21000
2014,40,0,0,1,20,8,802,7,71,1,21000
2014,40,0,0,2,20,3,308,6,63,1,27400
2014,40,0,1,1,21,1,100,6,63,1,65000
2014,40,0,1,2,21,1,100,7,71,1,65000
2014,40,4,0,2,22,1,100,7,71,2,12000
2014,40,4,0,1,21,1,100,6,63,1,12000
2014,41,4,1,1,23,8,802,6,63,1,69300
2014,41,4,1,2,22,1,100,7,71,1,69300
2014,41,2,0,1,24,1,100,7,71,1,4500
2014,41,4,0,2,24,1,100,7,71,1,96000
2014,41,4,0,1,21,1,100,8,81,1,96000
2014,41,4,0,2,20,1,100,7,71,1,7400
2014,41,4,0,1,21,1,100,7,71,1,7400
2014,41,4,1,1,20,1,100,6,65,2,39100
2014,41,3,0,1,24,1,100,7,71,2,171000
2014,41,4,0,1,24,1,100,7,71,1,16000
2014,41,4,0,1,21,2,200,6,61,1,15400
2014,41,4,0,1,21,1,100,7,71,2,12000
2014,41,4,0,2,20,1,100,6,65,1,22000
2014,41,4,0,1,20,1,100,7,71,1,235500
2014,41,4,0,2,20,1,100,7,71,2,9999999
2014,41,3,0,1,23,1,100,8,81,2,113100
2014,41,3,0,1,24,1,100,8,81,2,0
2014,41,4,0,2,19,1,100,7,71,1,40000
2014,41,4,0,2,22,1,100,10,101,2,158300
2014,41,4,0,2,20,1,100,8,81,2,158300
2014,42,4,0,1,20,1,100,7,71,3,9999999
2014,42,3,1,2,24,1,100,6,63,1,85000
2014,42,0,0,1,20,1,100,7,71,2,99000
2014,42,3,0,1,19,1,100,6,63,2,146100
2014,42,0,2,2,23,1,100,6,64,1,20800
2014,42,3,0,1,19,1,100,7,71,3,9999999
2014,42,2,0,1,20,1,100,6,65,2,9999999
2014,42,3,0,2,19,1,100,7,71,2,431400
2014,42,3,0,1,24,2,200,11,114,1,9999999
2014,42,0,0,2,25,1,100,8,81,2,17400
2014,42,3,1,1,22,1,100,6,65,1,21570
2014,42,3,1,2,19,1,100,5,50,2,21570
2014,42,3,0,1,25,1,100,10,101,2,9350
2014,42,3,0,1,25,1,100,10,101,2,40000
2014,42,3,0,1,25,1,100,5,50,1,0
2014,42,2,0,2,20,6,610,7,71,3,9999999
2014,42,2,0,2,21,2,200,7,71,3,28100
2014,42,2,0,2,24,1,100,10,101,3,9999999
2014,42,0,0,1,21,1,100,7,71,2,58000
2014,42,3,0,1,23,8,802,5,50,1,9999999
2014,42,2,3,2,25,2,200,6,63,1,35700
2014,42,4,0,2,23,1,100,6,63,1,25000
2014,42,2,0,1,25,1,100,6,63,1,43100
2014,42,3,0,1,23,1,100,10,101,1,113700
2014,42,2,0,2,23,1,100,10,101,1,65000
2014,42,3,0,1,25,1,100,10,101,1,250000
2014,42,3,0,1,19,1,100,7,71,3,9999999
2014,42,3,0,2,21,1,100,7,71,2,5000
2014,42,3,0,2,21,1,100,7,71,2,3000
2014,42,3,0,1,21,1,100,6,63,2,147002
2014,42,4,0,2,19,1,100,7,71,3,9999999
2014,42,0,0,1,23,1,100,10,101,2,187000
2014,42,4,0,1,19,1,100,7,71,3,9999999
2014,42,3,2,2,25,1,100,6,65,1,39500
2014,42,4,0,2,22,7,700,7,71,3,32700
2014,42,4,0,1,23,1,100,7,71,2,32700
2014,42,3,0,2,25,1,100,10,101,1,52000
2014,42,3,0,1,19,1,100,7,71,2,9999999
2014,42,2,0,1,19,2,200,7,71,3,9999999
2014,42,4,1,2,25,1,100,6,63,1,10000
2014,42,2,0,1,24,2,200,6,63,3,5000
2014,42,4,0,1,24,2,200,6,65,1,9999999
2014,42,0,0,1,21,1,100,6,63,1,75500
2014,42,1,2,2,23,1,100,6,64,1,24900
2014,42,0,0,2,23,1,100,10,101,3,391000
2014,42,0,0,2,20,1,100,7,71,2,73000
2014,42,3,0,2,22,1,100,7,71,2,7500
2014,42,3,0,1,22,1,100,7,71,2,7500
2014,42,1,0,2,24,1,100,6,63,1,60000
2014,42,2,0,1,19,1,100,7,71,2,9999999
2014,42,4,0,2,19,1,100,7,71,2,9999999
2014,42,2,0,1,19,1,100,6,63,2,9999999
2014,42,4,0,1,21,1,100,7,71,3,3200
2014,42,4,0,1,21,1,100,7,71,3,5000
2014,42,4,0,1,21,1,100,7,71,3,17600
2014,42,3,0,2,24,2,200,7,71,2,28000
2014,42,3,0,1,19,2,200,6,63,2,28000
2014,42,0,0,1,24,1,100,7,71,1,52000
2014,42,3,0,1,22,1,100,6,63,1,17000
2014,42,3,0,1,19,1,100,6,63,2,17000
2014,42,3,0,1,23,1,100,2,26,1,50000
2014,42,3,0,1,25,1,100,6,65,1,131000
2014,42,4,1,1,23,1,100,3,30,1,31000
2014,42,4,1,2,23,1,100,10,101,1,31000
2014,42,1,0,1,23,1,100,5,50,1,9000
2014,42,1,0,2,20,1,100,7,71,2,6500
2014,42,1,0,2,23,1,100,8,81,1,128000
2014,42,3,0,1,24,1,100,10,101,1,15100
2014,42,3,0,2,20,1,100,8,81,2,15100
2014,42,4,0,2,20,1,100,0,2,1,195000
2014,42,4,0,2,19,1,100,6,65,2,9999999
2014,42,4,0,1,21,1,100,6,65,1,22420
2014,42,4,0,1,22,1,100,7,71,2,3000
2014,42,4,0,1,22,1,100,7,71,2,1000
2014,42,4,0,1,21,1,100,7,71,2,0
2014,42,4,0,1,21,1,100,6,63,1,0
2014,42,3,0,1,19,2,200,6,63,1,11800
2014,42,4,0,1,21,1,100,7,71,3,9999999
2014,42,3,0,1,20,1,100,7,71,3,9999999
2014,42,1,0,2,22,1,100,10,101,1,36900
2014,42,0,1,2,21,1,100,6,63,1,5000
2014,42,3,0,2,21,1,100,7,71,2,510500
2014,42,3,0,1,23,1,100,10,101,1,190000
2014,42,3,1,1,23,1,100,6,65,1,23500
2014,42,3,1,2,22,1,100,7,71,1,23500
2014,42,2,0,2,21,1,100,6,63,1,47000
2014,42,2,2,2,23,1,100,6,63,1,71000
2014,42,3,0,2,25,1,100,6,63,1,9000
2014,42,3,0,2,22,1,100,6,63,1,9000
2014,42,3,0,1,21,1,100,6,63,1,9000
2014,42,3,3,1,21,1,100,2,26,1,9000
2014,42,1,1,2,24,1,100,10,101,1,42200
2014,42,3,0,2,20,1,100,7,71,2,9999999
2014,44,3,0,2,25,6,600,7,71,1,23600
2014,44,3,0,1,20,6,620,6,65,1,23600
2014,44,4,0,2,20,1,100,6,63,2,181000
2014,44,4,0,1,22,1,100,7,71,2,41700
2014,44,3,0,2,23,1,100,8,81,2,61230
2014,44,3,0,2,24,1,100,10,101,1,12600
2014,44,2,0,2,22,1,100,10,101,1,5000
2014,44,2,0,2,22,1,100,10,101,1,0
2014,44,3,0,2,23,1,100,10,101,1,13600
2014,44,3,0,2,20,1,100,6,63,2,9999999
2014,44,2,0,2,20,1,100,6,63,3,9999999
2014,45,4,0,1,22,1,100,7,71,3,9999999
2014,45,4,0,1,24,2,200,6,64,1,9999999
2014,45,4,0,1,24,1,100,7,71,1,65000
2014,45,3,0,1,21,1,100,6,63,3,12000
2014,45,3,0,1,21,1,100,6,63,1,39000
2014,45,4,0,1,25,1,100,10,101,1,31000
2014,45,4,0,2,20,1,100,6,63,2,3200
2014,45,4,0,1,20,1,100,7,71,3,4500
2014,45,3,0,2,19,2,200,6,63,2,82800
2014,45,4,0,1,19,1,100,6,63,1,105000
2014,45,4,0,1,22,1,100,6,64,1,105000
2014,45,4,1,2,20,1,100,6,64,1,0
2014,45,4,1,1,24,1,100,6,63,1,0
2014,45,4,0,2,25,6,600,8,81,1,126500
2014,45,4,0,1,25,1,100,6,63,2,25000
2014,45,4,0,2,24,1,100,8,81,2,25000
2014,45,3,0,1,21,1,100,6,64,1,17300
2014,45,4,0,1,21,2,200,5,50,1,9999999
2014,45,3,0,1,24,7,700,5,50,1,9999999
2014,45,3,0,2,20,1,100,6,63,1,61600
2014,45,0,0,1,21,1,100,4,40,1,9999999
2014,45,3,0,1,22,1,100,7,71,1,9999999
2014,45,0,0,1,23,1,100,6,61,1,44000
2014,45,4,0,1,19,8,801,6,63,1,9999999
2014,45,4,0,2,19,2,200,6,65,2,9999999
2014,45,4,0,2,24,1,100,10,101,3,0
2014,45,4,2,2,23,1,100,4,40,1,3500
2014,45,4,0,2,20,2,200,7,71,2,9999999
2014,45,3,0,1,19,1,100,6,63,1,133900
2014,45,3,0,1,24,2,200,6,63,1,9999999
2014,45,4,2,2,24,1,100,6,64,1,2400
2014,45,4,2,1,25,1,100,6,61,1,2400
2014,45,4,0,1,19,1,100,6,63,1,9999999
2014,45,4,0,2,22,1,100,7,71,2,51300
2014,45,4,0,1,19,1,100,6,63,1,9999999
2014,46,1,2,2,20,3,323,2,26,1,40300
2014,46,1,0,2,19,1,100,7,71,2,9999999
2014,46,0,0,1,19,8,802,6,65,1,80600
2014,47,2,0,1,19,2,200,6,63,1,20000
2014,47,3,0,1,19,1,100,5,50,2,57000
2014,47,0,0,2,23,1,100,7,71,2,102300
2014,47,3,0,2,20,1,100,6,63,1,75200
2014,47,2,0,2,24,2,200,10,101,2,18000
2014,47,0,0,1,19,1,100,6,63,1,94000
2014,47,4,0,1,20,2,200,0,2,1,29800
2014,47,4,0,2,21,7,700,7,71,2,9999999
2014,47,4,0,1,24,2,200,6,63,1,40000
2014,47,4,0,2,22,2,200,10,101,1,40000
2014,47,4,0,2,20,2,200,5,50,1,5400
2014,47,0,0,2,22,1,100,7,71,1,51900
2014,47,1,0,1,22,1,100,7,71,2,1800
2014,47,3,0,1,21,1,100,7,71,2,173600
2014,47,3,0,2,20,1,100,7,71,2,173600
2014,47,4,2,2,25,1,100,6,63,1,0
2014,47,2,0,2,23,2,200,7,71,2,14400
2014,47,3,0,1,21,1,100,6,63,2,35500
2014,47,4,0,1,24,1,100,4,40,1,19700
2014,47,0,0,1,22,1,100,7,71,2,10000
2014,47,0,0,1,21,1,100,6,63,1,7000
2014,47,4,0,2,24,1,100,10,101,1,14000
2014,47,4,0,1,25,1,100,7,71,1,72100
2014,47,4,0,2,22,1,100,10,101,3,72100
2014,47,2,0,2,19,1,100,7,71,3,9999999
2014,47,4,2,2,25,1,100,8,81,1,87000
2014,47,4,0,1,23,1,100,10,101,1,36000
2014,47,4,0,2,21,1,100,10,101,3,148400
2014,47,0,0,1,25,1,100,10,101,1,77900
2014,47,4,0,2,24,1,100,7,71,1,75000
2014,47,4,0,2,22,1,100,10,101,1,8500
2014,47,4,0,1,20,6,667,7,71,3,9999999
2014,47,4,0,1,24,2,200,5,50,2,9999999
2014,47,4,0,2,24,1,100,10,101,1,59000
2014,47,0,0,1,24,7,700,6,65,2,32800
2014,47,0,0,2,22,7,700,7,71,2,32800
2014,47,0,0,1,23,1,100,7,71,1,164000
2014,47,0,0,2,25,1,100,11,116,1,26000
2014,47,0,0,1,25,1,100,6,63,1,26000
2014,48,0,0,2,20,1,100,7,71,2,30000
2014,48,4,0,2,19,1,100,6,63,3,9999999
2014,48,4,0,2,19,9,963,7,71,2,9999999
2014,48,4,0,1,23,7,700,6,65,1,93600
2014,48,4,0,2,21,7,700,7,71,1,93600
2014,48,4,0,1,22,1,100,10,101,3,97800
2014,48,1,1,2,21,1,100,8,81,2,12400
2014,48,1,1,2,24,1,100,7,71,2,12400
2014,48,0,0,1,25,1,100,5,50,1,52000
2014,48,0,0,2,19,2,200,6,65,1,52000
2014,48,0,0,2,21,1,100,6,65,1,39500
2014,48,4,0,1,24,1,100,11,114,1,99014
2014,48,4,0,2,23,1,100,10,101,1,99014
2014,48,4,0,2,23,1,100,6,63,1,52000
2014,48,4,0,2,19,6,675,7,71,2,9999999
2014,48,4,0,1,24,1,100,6,65,1,29800
2014,48,4,0,1,19,1,100,6,61,1,29800
2014,48,0,0,1,22,1,100,7,71,2,52500
2014,48,0,0,1,21,1,100,6,63,1,0
2014,48,0,0,1,21,1,100,8,81,2,0
2014,48,4,0,1,22,6,630,7,71,1,35000
2014,48,4,0,2,20,1,100,6,65,1,35000
2014,48,0,0,1,19,1,100,6,63,1,78400
2014,48,0,0,1,21,1,100,3,30,1,9999999
2014,48,3,2,2,24,1,100,6,63,1,500
2014,48,3,0,1,19,1,100,5,50,2,32000
2014,48,2,0,2,19,2,200,7,71,2,9999999
2014,48,4,0,2,21,6,663,6,63,3,9999999
2014,48,2,0,2,22,1,100,6,63,1,20000
2014,48,4,0,1,25,1,100,6,63,1,19020
2014,48,4,3,2,25,1,100,7,71,3,45600
2014,48,2,0,1,22,1,100,6,63,1,0
2014,48,0,0,1,25,2,200,3,30,2,9999999
2014,48,4,0,1,19,1,100,6,65,2,127000
2014,48,4,0,2,25,1,100,8,81,2,13000
2014,48,4,0,2,20,1,100,7,71,1,0
2014,48,4,0,2,20,1,100,7,71,1,0
2014,48,0,0,1,22,1,100,6,63,1,25400
2014,48,3,0,1,19,1,100,6,65,3,34800
2014,48,4,0,1,25,1,100,7,71,1,24000
2014,48,3,0,1,19,1,100,7,71,2,9999999
2014,48,4,0,1,25,1,100,6,63,1,51500
2014,48,4,2,2,23,1,100,3,30,1,51500
2014,48,4,0,1,25,1,100,7,71,1,97400
2014,48,4,0,2,23,1,100,6,63,1,97400
2014,48,0,0,1,21,1,100,7,71,2,34360
2014,48,3,0,2,21,1,100,7,71,2,147000
2014,48,3,0,2,21,1,100,10,101,2,65600
2014,48,3,0,1,19,1,100,10,101,2,65600
2014,48,0,0,1,20,1,100,6,63,1,76500
2014,48,4,0,2,24,2,200,7,71,2,12300
2014,48,3,0,2,20,1,100,7,71,2,15880
2014,48,3,0,2,22,1,100,10,101,2,164000
2014,48,2,0,2,20,1,100,7,71,2,7000
2014,48,2,0,2,21,4,400,7,71,2,12000
2014,48,2,0,1,19,1,100,7,71,2,9999999
2014,48,2,0,1,20,2,200,4,40,1,10800
2014,48,4,0,2,20,1,100,6,63,1,67900
2014,48,4,0,2,22,7,700,6,63,2,9999999
2014,48,4,0,2,21,2,200,6,63,1,74200
2014,48,4,0,1,25,1,100,10,101,1,510000
2014,48,4,0,2,23,1,100,6,63,1,12000
2014,48,1,2,2,21,1,100,6,63,1,43620
2014,48,1,2,1,25,1,100,6,61,1,43620
2014,48,0,0,1,20,1,100,6,63,1,9300
2014,48,4,0,1,22,2,200,6,63,2,9800
2014,48,3,0,1,22,1,100,8,81,2,65000
2014,48,3,0,2,24,1,100,7,71,2,65000
2014,48,0,0,1,23,1,100,6,63,1,9999999
2014,48,4,0,2,21,1,100,7,71,1,107000
2014,48,2,0,1,21,1,100,6,63,1,15600
2014,48,2,0,1,23,1,100,7,71,1,15100
2014,48,2,0,1,20,1,100,7,71,1,25000
2014,48,4,0,1,21,1,100,7,71,2,71600
2014,48,4,0,1,25,1,100,7,71,1,40000
2014,48,2,0,1,22,1,100,6,63,1,43000
